name,gc_content,Gtex_kidney,gene_disease_ass_count,oncodb_expression,orth_count,gene_length,HPA_kidney,mf_coal,bp_coal,cc_coal,biogrid_coal,kegg_coal,reactome_coal,ucsc_tfbs_coal,up_tissue_coal,transcript_count
ENSG00000139194,38.02,8.057855,3,-0.452801352138084,232,58055,242.7,5.0,1.0,4.0,7.0,,,74.0,4.0,9
ENSG00000139209,38.74,4.10076,2,0.0,265,165938,4.5,3.0,3.0,3.0,2.0,,4.0,65.0,2.0,35
ENSG00000139318,35.92,4.956465,1,0.29111692400051,334,33258,59.5,7.0,19.0,3.0,131.0,3.0,39.0,92.0,6.0,4
ENSG00000139324,48.5,9.931075,1,-3.04826003154399,342,4391,8.2,3.0,3.0,2.0,82.0,,,70.0,8.0,3
ENSG00000139329,46.83,23.0894,0,0.0691508108418763,328,15526,85.8,4.0,10.0,7.0,22.0,1.0,16.0,29.0,8.0,17
ENSG00000139343,43.51,4.16214,2,-0.744135700802535,322,137145,16.7,2.0,7.0,16.0,255.0,1.0,13.0,24.0,6.0,16
ENSG00000139350,36.15,6.600035,0,0.164364356596093,340,20248,9.0,1.0,6.0,9.0,226.0,,17.0,70.0,9.0,3
ENSG00000139354,34.79,5.45121,1,0.479564016828605,261,29602,1.3,5.0,3.0,6.0,29.0,,,82.0,4.0,8
ENSG00000139370,41.73,1.51911,0,0.566521470426728,339,2350,7.4,6.0,18.0,8.0,33.0,,7.0,29.0,2.0,1
ENSG00000139410,39.46,0.7287415,0,-0.355551847824162,292,67857,19.9,4.0,5.0,1.0,2.0,8.0,3.0,37.0,3.0,6
ENSG00000139517,48.54,0.2068265,0,0.0,341,26082,8.0,5.0,1.0,,116.0,,,76.0,3.0,4
ENSG00000139567,38.42,3.494955,7,-3.3195884733436,232,41622,8.9,15.0,53.0,9.0,24.0,1.0,3.0,85.0,2.0,7
ENSG00000139624,47.26,20.94205,7,-0.587532873844601,336,13395,5.4,4.0,3.0,4.0,29.0,3.0,4.0,37.0,3.0,5
ENSG00000139651,61.52,32.40515,1,0.352453121181328,290,4983,5.5,8.0,1.0,2.0,24.0,,3.0,83.0,5.0,12
ENSG00000139679,54.2,8.3517,13,-2.56799303103189,265,8406,23.0,3.0,4.0,3.0,75.0,4.0,8.0,46.0,9.0,5
ENSG00000139684,52.37,21.77825,0,-0.0368956624223083,332,9338,196.2,7.0,2.0,5.0,43.0,2.0,4.0,29.0,5.0,6
ENSG00000139687,54.03,13.92109,26,0.468852897299385,336,45700,18.6,13.0,64.0,10.0,320.0,25.0,48.0,114.0,9.0,3
ENSG00000139697,36.15,7.5681,0,0.0068966341984816,343,16557,6.5,2.0,2.0,1.0,58.0,,,91.0,6.0,12
ENSG00000139737,46.13,21.85835,10,-3.4198663270804,331,22440,9.0,1.0,3.0,3.0,89.0,,,70.0,7.0,7
ENSG00000139793,59.77,2.671645,1,-0.0841506254378914,314,11989,37.2,3.0,5.0,2.0,25.0,,,141.0,5.0,15
ENSG00000139835,42.71,2.124055,3,-3.34465882072641,326,642212,11.9,1.0,2.0,,12.0,,,33.0,6.0,2
ENSG00000139899,62.58,0.255452,0,0.0,153,6856,1.2,,1.0,4.0,,,,97.0,,1
ENSG00000139926,36.86,4.624785,1,-0.438142204116289,317,149656,4.2,1.0,4.0,4.0,52.0,2.0,,137.0,7.0,10
ENSG00000139974,43.03,4.501975,1,-0.968913682877804,343,5116,12.1,3.0,3.0,3.0,13.0,,,87.0,4.0,3
ENSG00000139988,56.98,0.6475415,0,0.441483479582645,153,5701,13.7,4.0,4.0,3.0,43.0,3.0,7.0,63.0,3.0,1
ENSG00000140022,42.63,6.450205,0,-0.558717126622624,288,51159,14.4,2.0,6.0,10.0,81.0,,4.0,111.0,4.0,13
ENSG00000140043,46.22,28.78325,0,-0.0622453989979995,340,14220,19.1,3.0,1.0,1.0,19.0,,5.0,48.0,3.0,9
ENSG00000140044,51.29,32.26235,4,-0.0157436407923783,288,12866,12.1,16.0,5.0,2.0,25.0,,,101.0,3.0,9
ENSG00000140105,59.52,17.3378,0,-0.685994089354095,324,4693,54.8,8.0,11.0,5.0,100.0,1.0,4.0,85.0,9.0,13
ENSG00000140153,56.09,2.17712,13,0.480427327656587,327,12417,12.6,1.0,1.0,1.0,86.0,,4.0,90.0,7.0,4
ENSG00000140199,43.04,6.339545,0,0.234418449094745,178,42885,16.0,4.0,10.0,5.0,81.0,,9.0,112.0,8.0,9
ENSG00000140259,45.46,11.6931,4,-0.476153598620891,325,39024,23.9,2.0,2.0,7.0,268.0,,3.0,84.0,9.0,25
ENSG00000140265,52.71,14.1361,0,1.57923039086594,148,29268,5.7,5.0,1.0,1.0,26.0,,,61.0,6.0,21
ENSG00000140280,42.01,56.7993,1,-4.18242144148735,340,146155,10.6,,,,20.0,,,65.0,6.0,3
ENSG00000140307,39.19,3.88048,5,-0.566123938573528,330,140537,50.2,8.0,7.0,5.0,16.0,2.0,20.0,33.0,2.0,9
ENSG00000140319,43.96,25.5321,2,-0.542242982486169,339,35504,239.4,4.0,4.0,8.0,307.0,1.0,6.0,68.0,7.0,28
ENSG00000140320,39.51,3.652015,1,-0.213294475828789,339,116041,7.7,2.0,3.0,3.0,64.0,,,121.0,6.0,12
ENSG00000140386,44.44,0.0,11,-0.631246409166883,324,24086,9.1,3.0,,4.0,24.0,,,139.0,7.0,20
ENSG00000140391,49.33,0.0018258,9,0.0,326,41506,213.2,,,3.0,100.0,,,55.0,5.0,11
ENSG00000140396,36.4,7.705485,0,-0.718756422849552,330,493974,14.5,11.0,13.0,7.0,99.0,2.0,48.0,132.0,9.0,9
ENSG00000140403,41.65,15.66685,0,0.419702280007082,258,9883,9.2,6.0,6.0,2.0,81.0,,3.0,76.0,6.0,7
ENSG00000140455,48.85,10.190915,0,-0.609544962771696,342,18082,4.3,5.0,8.0,6.0,58.0,,4.0,108.0,4.0,9
ENSG00000140463,42.6,0.0,0,-0.339146678602572,340,34848,15.7,8.0,48.0,18.0,47.0,,4.0,51.0,3.0,1
ENSG00000140464,37.38,58.26635,1,-3.19470791295178,208,87084,8.1,13.0,75.0,14.0,353.0,7.0,29.0,82.0,6.0,8
ENSG00000140465,45.18,129.695,2,-0.0394449270468286,121,132273,0.3,20.0,49.0,3.0,84.0,10.0,15.0,37.0,7.0,18
ENSG00000140471,39.29,2.321855,0,0.299215608322176,328,62668,6.1,,1.0,,8.0,,,59.0,,15
ENSG00000140488,49.77,6.030885,0,0.380556751160389,231,4200,3.2,2.0,4.0,3.0,3.0,,,105.0,6.0,1
ENSG00000140497,59.15,21.215555,1,-4.5171541080048,258,5571,37.6,1.0,2.0,7.0,115.0,,,88.0,7.0,1
ENSG00000140522,39.37,2.942825,0,-0.504422125464766,303,156237,0.0,5.0,4.0,4.0,7.0,,8.0,56.0,2.0,9
ENSG00000140545,47.55,0.9807915,3,3.49848294663704,241,59232,28.3,4.0,12.0,9.0,46.0,,5.0,30.0,8.0,3
ENSG00000140563,40.54,2.0912,0,-0.203955414827761,256,40089,2.0,1.0,3.0,5.0,4.0,,,127.0,5.0,8
ENSG00000140575,47.54,46.29245,17,-1.51110420978392,329,54783,36.0,21.0,29.0,24.0,457.0,3.0,38.0,111.0,11.0,12
ENSG00000140598,37.88,17.01965,0,-0.020860848662155,328,21412,8.7,4.0,3.0,2.0,54.0,1.0,,92.0,2.0,18
ENSG00000140600,50.69,7.05702,0,-1.83383366205095,244,31246,0.9,4.0,6.0,8.0,148.0,1.0,18.0,86.0,4.0,10
ENSG00000140682,40.3,32.116,10,-0.216425150133696,177,31741,7.1,7.0,14.0,5.0,38.0,,,99.0,7.0,6
ENSG00000140718,58.67,17.3678,0,-0.307561400627836,338,2000,25.2,9.0,14.0,8.0,74.0,,3.0,162.0,6.0,3
ENSG00000140743,43.84,3.48013,2,-0.721258480641172,336,20625,25.2,1.0,,1.0,138.0,,,63.0,7.0,1
ENSG00000140795,44.84,3.86769,6,-0.465287439767035,274,60724,0.9,3.0,7.0,3.0,10.0,9.0,,70.0,3.0,5
ENSG00000140836,49.04,28.1946,0,-0.508590084399486,328,28136,3.0,12.0,18.0,6.0,69.0,1.0,5.0,171.0,7.0,4
ENSG00000140859,38.96,12.814,4,0.204023027442834,314,23833,40.6,7.0,5.0,8.0,263.0,,4.0,116.0,8.0,5
ENSG00000140873,53.19,40.9038,4,-0.298016054662034,332,12826,0.1,3.0,5.0,3.0,7.0,,11.0,137.0,4.0,30
ENSG00000140948,43.98,2.64296,0,0.185093879913472,328,6921,10.1,4.0,,,33.0,,,79.0,2.0,8
ENSG00000140988,59.54,8.643325,0,0.0,334,5463,282.3,7.0,9.0,10.0,545.0,2.0,49.0,72.0,17.0,25
ENSG00000140992,41.7,1.416775,31,0.0,259,303151,17.2,10.0,39.0,10.0,155.0,26.0,66.0,84.0,7.0,13
ENSG00000140993,44.81,7.226455,0,-0.445245816840849,92,17744,3.9,2.0,,1.0,7.0,,,47.0,1.0,4
ENSG00000141013,54.54,2.034695,0,0.788245089536426,315,19136,8.1,3.0,12.0,12.0,126.0,,4.0,36.0,3.0,1
ENSG00000141040,56.38,3.771035,0,0.183913033388944,138,29446,2.9,4.0,6.0,1.0,11.0,,3.0,23.0,1.0,29
ENSG00000141068,42.31,11.713285,0,-0.421520119589887,314,59680,11.4,9.0,10.0,7.0,132.0,3.0,17.0,138.0,5.0,18
ENSG00000141076,40.06,12.107925,0,-2.24430620413836,323,85238,27.0,2.0,7.0,7.0,165.0,1.0,5.0,100.0,4.0,3
ENSG00000141086,52.95,26.4881,0,0.001927900020236,216,4696,0.0,3.0,2.0,1.0,12.0,2.0,,102.0,1.0,8
ENSG00000141096,39.58,7.98202,0,-0.576853443011368,88,25355,0.0,3.0,1.0,3.0,8.0,,13.0,52.0,1.0,6
ENSG00000141101,56.01,0.0,10,-0.692356480493759,324,5650,16.3,4.0,6.0,4.0,78.0,1.0,4.0,67.0,10.0,1
ENSG00000141127,38.29,14.76945,7,-0.252311518067905,303,17593,30.2,5.0,7.0,2.0,84.0,,,35.0,8.0,3
ENSG00000141179,61.64,6.95222,9,0.566188885693476,320,17031,30.0,4.0,3.0,1.0,12.0,,7.0,42.0,6.0,9
ENSG00000141367,50.93,34.5646,23,-0.769735127640542,262,35030,126.7,9.0,24.0,23.0,518.0,6.0,54.0,130.0,15.0,33
ENSG00000141380,41.24,4.67253,0,-1.75825506771368,340,21453,33.6,3.0,8.0,4.0,105.0,1.0,,84.0,5.0,8
ENSG00000141384,57.86,0.0,0,0.0,260,1506,1.5,4.0,10.0,4.0,21.0,2.0,19.0,98.0,4.0,1
ENSG00000141401,31.26,0.0,1,0.0,299,99598,122.4,6.0,7.0,2.0,77.0,3.0,5.0,34.0,2.0,3
ENSG00000141424,51.35,11.18705,2,0.172451645866422,334,37282,28.5,2.0,3.0,6.0,115.0,2.0,7.0,62.0,7.0,7
ENSG00000141429,46.39,117.7391,2,0.17359355469855,326,43018,17.5,4.0,6.0,9.0,52.0,3.0,18.0,138.0,3.0,1
ENSG00000141431,39.66,4.58382,0,-0.241306075152509,261,27971,0.5,4.0,7.0,2.0,8.0,,,141.0,2.0,7
ENSG00000141441,58.92,17.6906,5,0.840429445285423,339,51614,11.3,2.0,5.0,1.0,25.0,,,108.0,4.0,15
ENSG00000141446,63.09,20.6343,1,0.493063470313784,279,17113,6.2,8.0,4.0,4.0,35.0,,5.0,87.0,7.0,8
ENSG00000141452,36.42,9.39004,8,-0.784132806134432,342,88214,13.1,1.0,2.0,3.0,160.0,,,51.0,7.0,7
ENSG00000141456,44.61,11.9902,0,0.109107219902473,256,14961,7.1,7.0,3.0,7.0,128.0,,8.0,99.0,8.0,8
ENSG00000141506,41.71,0.0639909,0,0.0,335,152012,0.5,3.0,8.0,9.0,8.0,11.0,16.0,82.0,3.0,10
ENSG00000141510,38.11,4.640955,8,-1.78798292734152,254,33206,10.0,45.0,142.0,20.0,2237.0,51.0,92.0,69.0,15.0,1
ENSG00000141527,40.9,2.8559,6,1.85607333449629,259,45746,0.1,1.0,7.0,4.0,16.0,1.0,,2.0,3.0,9
ENSG00000141543,45.02,92.8316,2,0.322027755148466,324,7384,45.5,13.0,23.0,15.0,475.0,3.0,24.0,4.0,11.0,5
ENSG00000141552,51.85,20.64005,0,0.920222495093828,282,13764,47.3,6.0,9.0,6.0,78.0,5.0,46.0,85.0,4.0,30
ENSG00000141556,39.33,15.5698,0,-0.850370567886896,335,43797,16.5,4.0,12.0,6.0,107.0,,3.0,60.0,7.0,7
ENSG00000141568,51.1,1.0744,7,1.15331879615811,305,17620,8.4,13.0,15.0,5.0,221.0,,4.0,78.0,7.0,2
ENSG00000141576,38.06,7.593735,0,-0.547314742723231,323,92457,5.6,2.0,7.0,5.0,38.0,,,47.0,2.0,8
ENSG00000141639,40.39,5.858995,0,0.124389299494627,247,121261,3.3,8.0,4.0,4.0,44.0,1.0,3.0,121.0,3.0,19
ENSG00000141665,37.45,2.683935,25,-0.509396634591917,340,582065,1.1,1.0,2.0,1.0,12.0,,7.0,28.0,2.0,18
ENSG00000141759,54.9,14.1071,13,-0.485143696276924,327,35577,36.6,1.0,7.0,9.0,82.0,1.0,5.0,19.0,5.0,10
ENSG00000141873,38.27,2.20466,4,0.461162364150043,256,116578,11.9,2.0,6.0,3.0,79.0,2.0,7.0,29.0,6.0,15
ENSG00000141956,37.72,13.9122,0,-0.174678441520855,335,11803,0.7,6.0,7.0,3.0,82.0,,,76.0,2.0,5
ENSG00000141977,38.55,0.0,0,0.0,333,50110,0.0,3.0,,,71.0,,,29.0,,1
ENSG00000142065,51.91,16.3748,0,-0.354899520815593,59,23787,3.2,5.0,4.0,2.0,6.0,1.0,3.0,8.0,1.0,9
ENSG00000142089,43.07,1.922485,0,-0.655067485139419,7,4410,232.7,1.0,10.0,7.0,572.0,,4.0,13.0,3.0,5
ENSG00000142149,44.31,34.88525,3,0.247287672219653,331,48662,2.9,5.0,4.0,2.0,18.0,,,121.0,,5
ENSG00000142156,62.15,0.320711,2,1.14858624223114,341,12455,26.5,3.0,6.0,11.0,102.0,5.0,17.0,51.0,7.0,20
ENSG00000142166,35.94,41.475,1,0.0470755391068515,248,40771,32.3,4.0,7.0,5.0,52.0,18.0,9.0,28.0,8.0,10
ENSG00000142168,39.13,5.490675,0,-0.275536904149729,324,162252,487.7,9.0,65.0,19.0,428.0,8.0,15.0,52.0,5.0,16
ENSG00000142173,47.08,17.7694,0,0.100225002736523,328,18110,17.7,3.0,4.0,9.0,84.0,5.0,17.0,64.0,6.0,12
ENSG00000142182,47.04,11.28955,0,-0.965012444414917,171,36046,0.4,5.0,14.0,4.0,95.0,,3.0,18.0,1.0,12
ENSG00000142192,41.37,5.77956,1,0.388536980064191,325,82107,537.4,33.0,159.0,53.0,2443.0,3.0,66.0,131.0,17.0,8
ENSG00000142224,57.62,110.8206,1,0.256191555767433,152,1778,0.0,1.0,8.0,2.0,1.0,3.0,4.0,58.0,,7
ENSG00000142227,40.81,5.50648,20,-0.567031717725759,181,140565,22.1,1.0,2.0,3.0,70.0,,,53.0,2.0,20
ENSG00000142230,57.54,31.81325,2,-0.0117617814740423,302,3751,10.6,9.0,6.0,4.0,108.0,1.0,7.0,73.0,8.0,4
ENSG00000142279,52.1,25.1145,4,0.350985770316744,237,20655,8.9,3.0,11.0,4.0,12.0,2.0,4.0,44.0,,5
ENSG00000142330,48.21,44.09175,16,-0.721240620677054,341,74228,4.1,4.0,9.0,4.0,27.0,,2.0,17.0,3.0,9
ENSG00000142405,40.15,5.114295,5,1.22205467887388,141,18387,0.0,3.0,22.0,1.0,10.0,1.0,,8.0,3.0,5
ENSG00000142484,40.78,11.439195,0,0.624340706004922,245,137034,11.7,2.0,2.0,4.0,31.0,,,48.0,1.0,10
ENSG00000142507,57.66,27.372,0,-2.36678072323763,256,8175,136.1,4.0,31.0,9.0,185.0,8.0,152.0,62.0,7.0,2
ENSG00000142513,55.84,43.85545,1,0.379148490852223,152,13806,0.0,4.0,7.0,3.0,1.0,,,54.0,1.0,14
ENSG00000142528,38.51,9.94757,2,-0.0696004209512193,141,54327,3.6,5.0,7.0,3.0,28.0,1.0,8.0,19.0,4.0,10
ENSG00000142534,51.85,3.830275,0,-0.207661610789869,307,36660,1580.9,4.0,7.0,10.0,322.0,2.0,43.0,46.0,9.0,4
ENSG00000142538,44.49,5.836865,0,0.0,222,16834,0.0,10.0,6.0,1.0,1.0,1.0,12.0,81.0,1.0,3
ENSG00000142552,37.86,0.3694735,2,0.185671636021058,250,1258479,6.0,2.0,9.0,3.0,18.0,,,56.0,3.0,35
ENSG00000142556,44.32,19.53255,0,-0.266121599661624,64,69067,3.8,7.0,4.0,1.0,5.0,1.0,3.0,,3.0,11
ENSG00000142619,43.97,221.9085,2,0.0541359056679,135,76664,0.0,4.0,3.0,3.0,47.0,,2.0,67.0,2.0,26
ENSG00000142623,53.6,9.45605,0,0.40287478116226,139,60241,0.0,2.0,3.0,4.0,8.0,,2.0,60.0,1.0,41
ENSG00000142627,55.29,40.17845,1,-0.145260361772474,315,11658,5.6,11.0,48.0,11.0,273.0,5.0,20.0,99.0,5.0,15
ENSG00000142675,41.46,24.8041,6,-0.928843540797631,318,26766,2.2,4.0,3.0,3.0,27.0,,15.0,73.0,6.0,1
ENSG00000142676,41.79,9.3001,0,-0.499523898639662,338,33895,495.5,6.0,21.0,11.0,484.0,2.0,36.0,18.0,5.0,7
ENSG00000142731,44.8,33.6296,0,0.475158361594372,341,37326,0.6,5.0,11.0,10.0,95.0,1.0,17.0,45.0,7.0,7
ENSG00000142751,39.03,2.591705,6,-2.78484357623038,344,95988,11.3,4.0,,,19.0,,,70.0,2.0,4
ENSG00000142856,48.56,27.901935,53,-5.40350633363821,255,35505,12.7,2.0,11.0,7.0,74.0,,28.0,98.0,6.0,2
ENSG00000142920,42.68,6.6791,4,0.313912313441567,252,29474,1.9,4.0,8.0,14.0,20.0,2.0,4.0,47.0,4.0,11
ENSG00000143013,52.33,164.722,8,0.0816858550620526,264,16552,28.5,3.0,12.0,3.0,153.0,,,140.0,4.0,14
ENSG00000143106,62.23,5.625585,0,0.60384042261482,342,9324,11.0,2.0,30.0,12.0,232.0,8.0,153.0,61.0,8.0,13
ENSG00000143156,49.08,8.59543,0,-0.089835223049912,344,54325,12.6,4.0,4.0,2.0,164.0,5.0,10.0,83.0,5.0,12
ENSG00000143198,49.99,3.529605,14,-3.42669509739043,335,97888,256.6,5.0,6.0,6.0,278.0,12.0,5.0,49.0,4.0,9
ENSG00000143199,49.23,35.61135,2,-1.0365224091478,185,29269,0.2,6.0,6.0,16.0,4.0,8.0,3.0,79.0,2.0,14
ENSG00000143248,40.57,7.690405,1,-0.612743187795711,237,34155,89.0,3.0,4.0,2.0,11.0,,5.0,54.0,6.0,13
ENSG00000143256,54.66,34.0607,0,0.202512579026688,290,25270,61.1,4.0,3.0,6.0,208.0,,5.0,115.0,6.0,13
ENSG00000143297,42.04,10.26441,0,0.221996379223499,101,178174,0.1,2.0,1.0,3.0,12.0,,,18.0,1.0,10
ENSG00000143322,52.71,7.89897,0,-1.38598424732039,332,18683,3.1,12.0,17.0,2.0,74.0,4.0,16.0,110.0,7.0,6
ENSG00000143344,40.2,73.5007,0,0.057824568127774,327,18171,28.9,2.0,6.0,2.0,18.0,1.0,8.0,147.0,3.0,4
ENSG00000143368,55.04,31.0634,0,0.172628679515457,307,40057,27.8,3.0,8.0,7.0,271.0,1.0,5.0,106.0,4.0,26
ENSG00000143376,55.11,14.318935,0,-1.03439772020463,254,25600,14.6,3.0,6.0,8.0,140.0,,,118.0,9.0,12
ENSG00000143479,53.76,7.77569,2,-1.05263278055203,247,42451,3.3,7.0,16.0,9.0,10.0,,,48.0,4.0,9
ENSG00000143486,51.53,19.30485,4,0.200719728532152,345,47784,31.3,2.0,4.0,3.0,37.0,,,49.0,7.0,18
ENSG00000143499,61.42,12.2653,0,0.524526825245103,265,3257,20.6,8.0,11.0,4.0,61.0,2.0,9.0,74.0,5.0,5
ENSG00000143512,55.28,134.4105,1,-0.921013863364063,299,8024,0.0,2.0,,1.0,3.0,,,43.0,4.0,6
ENSG00000143552,42.76,16.8291,0,-1.20070380934014,193,32867,0.0,,,2.0,3.0,2.0,,100.0,1.0,5
ENSG00000143570,46.64,65.7102,1,-0.239599191245328,204,18687,49.4,5.0,5.0,4.0,37.0,2.0,7.0,113.0,6.0,6
ENSG00000143621,36.81,26.3867,2,-0.161220708947952,324,27415,98.5,4.0,3.0,9.0,474.0,,3.0,83.0,9.0,9
ENSG00000143633,48.36,14.01025,0,-0.204282505566045,339,23117,6.7,1.0,,1.0,61.0,,,34.0,7.0,7
ENSG00000143653,40.14,1.64766,2,-1.74978479099326,252,202307,50.3,1.0,2.0,9.0,178.0,,5.0,48.0,5.0,13
ENSG00000143727,37.42,10.894355,1,-0.959362529599002,341,119095,78.8,4.0,1.0,6.0,91.0,5.0,,46.0,9.0,11
ENSG00000143742,44.07,16.8263,0,-0.288424685891746,334,6584,269.0,4.0,2.0,4.0,126.0,1.0,3.0,42.0,8.0,5
ENSG00000143751,42.58,9.56224,0,0.071252072414816,335,46248,9.3,2.0,8.0,6.0,24.0,,,35.0,7.0,4
ENSG00000143753,39.23,4.46828,2,-0.037189456387201,324,548269,38.5,4.0,6.0,9.0,55.0,3.0,7.0,27.0,3.0,9
ENSG00000143771,49.13,0.0181175,3,0.0,344,83071,19.5,2.0,3.0,5.0,37.0,,,55.0,5.0,21
ENSG00000143772,37.46,5.932655,0,-0.577813508408694,311,67338,10.4,8.0,17.0,4.0,22.0,4.0,3.0,119.0,8.0,12
ENSG00000143774,39.11,18.84045,0,-0.1684452889561,328,126079,81.5,3.0,7.0,2.0,48.0,2.0,5.0,37.0,5.0,10
ENSG00000143797,41.62,9.60503,0,-0.863048697134376,258,10685,7.1,5.0,6.0,3.0,28.0,3.0,6.0,93.0,7.0,3
ENSG00000143815,58.02,3.351695,0,0.786792340327006,329,6376,19.5,9.0,4.0,9.0,231.0,2.0,30.0,35.0,5.0,7
ENSG00000143870,34.95,13.8291,0,0.0026596612609369,340,95963,131.5,4.0,4.0,10.0,252.0,1.0,9.0,58.0,10.0,18
ENSG00000143921,60.72,20.131,12,0.535528195030248,339,20579,0.2,7.0,17.0,6.0,16.0,4.0,12.0,56.0,1.0,15
ENSG00000143947,35.65,7.48374,11,-0.574250115160817,327,132832,981.9,6.0,68.0,20.0,292.0,8.0,404.0,38.0,5.0,13
ENSG00000144021,52.62,1.252735,0,0.167284137833067,306,34508,31.3,1.0,5.0,3.0,180.0,,2.0,115.0,6.0,9
ENSG00000144028,37.88,19.2723,3,-0.261261460975801,318,104713,29.1,9.0,5.0,9.0,344.0,1.0,5.0,120.0,11.0,24
ENSG00000144040,38.74,5.002275,0,-0.148446223719006,251,329022,11.5,4.0,4.0,3.0,50.0,,,145.0,3.0,9
ENSG00000144214,36.62,11.85635,0,-0.500129625508029,138,16500,21.4,2.0,3.0,1.0,3.0,,,17.0,2.0,5
ENSG00000144227,53.71,10.909255,0,-4.43234081081453,327,9844,4.1,1.0,1.0,1.0,31.0,,,49.0,1.0,9
ENSG00000144231,44.5,7.956785,0,0.223641567399272,335,14240,8.9,4.0,23.0,8.0,140.0,2.0,73.0,62.0,3.0,9
ENSG00000144331,52.68,27.7119,14,0.665720440576821,329,6434,8.6,3.0,1.0,1.0,5.0,,,139.0,6.0,12
ENSG00000144362,46.58,18.43095,2,0.355318564358477,262,36565,5.6,4.0,1.0,,12.0,3.0,,32.0,3.0,11
ENSG00000144366,36.96,8.05099,1,0.0,275,16554,21.5,,4.0,1.0,36.0,,,82.0,5.0,5
ENSG00000144381,45.36,0.0,1,0.366362081360773,338,43539,378.4,18.0,47.0,23.0,866.0,5.0,7.0,80.0,20.0,7
ENSG00000144445,67.46,0.7633635,1,1.32463493029871,333,3084,22.9,1.0,,2.0,2.0,,,96.0,4.0,4
ENSG00000144451,37.91,2.60713,1,-0.755590255926783,295,835898,30.7,,4.0,4.0,7.0,,,142.0,6.0,23
ENSG00000144455,41.15,22.11605,0,0.0813288230222657,345,41749,39.7,4.0,3.0,2.0,50.0,1.0,9.0,86.0,6.0,6
ENSG00000144468,39.79,6.521915,0,-0.440178542672628,335,64676,12.1,3.0,14.0,6.0,355.0,,,117.0,5.0,22
ENSG00000144476,45.7,9.33206,2,-0.624631422291933,263,15056,7.0,9.0,17.0,11.0,22.0,2.0,8.0,59.0,2.0,9
ENSG00000144524,38.33,9.046,0,-0.339253663142619,265,74796,9.3,1.0,7.0,4.0,115.0,,13.0,67.0,5.0,4
ENSG00000144550,38.72,4.35137,0,0.104665230764713,261,58482,0.1,2.0,3.0,3.0,19.0,,,103.0,2.0,7
ENSG00000144560,40.77,41.10585,0,-0.112349059036558,341,16345,25.4,2.0,9.0,1.0,23.0,,,100.0,8.0,7
ENSG00000144567,41.13,4.378565,0,0.68059662506398,337,24862,52.3,1.0,,1.0,38.0,,,81.0,8.0,3
ENSG00000144591,36.81,4.266805,13,-0.160972006772705,260,93544,17.7,3.0,1.0,2.0,35.0,5.0,7.0,134.0,4.0,21
ENSG00000144619,42.38,57.85135,7,-0.128664707936903,214,5568,4.2,1.0,12.0,4.0,4.0,,3.0,160.0,2.0,3
ENSG00000144655,41.12,33.62065,0,-1.39789567795815,258,23158,12.3,8.0,8.0,3.0,21.0,,,85.0,2.0,15
ENSG00000144677,42.61,11.135315,0,-0.325264973996018,322,31759,40.1,4.0,3.0,2.0,94.0,,,119.0,3.0,6
ENSG00000144681,40.55,0.2398665,2,-0.335356730067931,335,395418,2.3,3.0,7.0,4.0,30.0,,,97.0,4.0,8
ENSG00000144713,50.24,15.5628,42,0.194433894036838,326,97026,939.8,2.0,8.0,6.0,266.0,2.0,36.0,75.0,5.0,13
ENSG00000144730,40.69,8.88861,0,-1.12132055262113,336,109302,5.8,1.0,4.0,5.0,15.0,,5.0,111.0,1.0,4
ENSG00000144749,58.03,20.3166,0,-0.28608265427211,338,10220,3.7,1.0,4.0,4.0,67.0,,5.0,141.0,3.0,16
ENSG00000144802,40.67,15.6154,0,-0.164279114835409,331,32536,8.1,1.0,5.0,3.0,11.0,1.0,,90.0,5.0,18
ENSG00000144847,62.68,8.478375,0,0.0,334,5348,8.3,2.0,4.0,5.0,2.0,1.0,,104.0,4.0,3
ENSG00000145016,44.45,7.10312,0,0.426436361106593,336,50142,4.3,2.0,9.0,7.0,43.0,1.0,,77.0,7.0,6
ENSG00000145029,46.99,12.57755,18,-0.660794857698633,326,223588,10.2,1.0,,2.0,21.0,,3.0,50.0,5.0,16
ENSG00000145147,45.26,24.51955,0,0.0,330,49526,12.5,9.0,41.0,6.0,51.0,1.0,11.0,143.0,3.0,14
ENSG00000145191,38.67,41.25355,3,-0.28045202455688,340,23545,15.6,4.0,18.0,4.0,156.0,1.0,5.0,75.0,6.0,15
ENSG00000145214,51.3,15.94775,1,0.020040889103571,293,15690,6.5,9.0,27.0,12.0,16.0,6.0,8.0,57.0,2.0,4
ENSG00000145216,51.76,14.98385,0,-1.53574599114537,314,54628,13.0,2.0,7.0,3.0,183.0,1.0,17.0,82.0,11.0,10
ENSG00000145217,48.48,25.3037,11,0.319827342406054,238,15507,5.8,7.0,9.0,4.0,6.0,1.0,11.0,66.0,3.0,12
ENSG00000145220,55.52,34.2597,0,0.461614050963468,346,19302,4.8,6.0,7.0,5.0,340.0,,,48.0,4.0,3
ENSG00000145242,60.67,14.54855,1,0.149627497217034,319,32023,0.0,6.0,13.0,11.0,14.0,1.0,6.0,133.0,3.0,9
ENSG00000145247,52.29,9.971905,1,0.216873098639031,306,19443,156.9,,4.0,3.0,69.0,,,27.0,3.0,6
